datetime,direct_count,is_weekend,registered_count,total_rentals,is_holiday,conditions,temperature_c,perceived_temperature_c,humidity,windspeed_kmh,rentals_24h_ago,rolling_avg_3h
2011-01-03 00:00:00,0.0,False,5.0,5.0,False,1,2.3,-3.0,44.0,24.0,39.0,16.0
2011-01-03 01:00:00,0.0,False,2.0,2.0,False,1,1.4,-5.0,44.0,28.0,17.0,7.333333333333333
2011-01-03 04:00:00,0.0,False,1.0,1.0,False,1,-0.5,-7.0,47.0,26.0,17.0,5.0
2011-01-03 05:00:00,0.0,False,3.0,3.0,False,1,-0.5,-7.0,47.0,19.0,9.0,2.6666666666666665
2011-01-03 06:00:00,0.0,False,30.0,30.0,False,1,-1.4,-9.0,50.0,26.0,6.0,2.0
2011-01-03 07:00:00,1.0,False,63.0,64.0,False,1,-1.4,-7.0,50.0,13.0,3.0,11.333333333333334
2011-01-03 08:00:00,1.0,False,153.0,154.0,False,1,-1.4,-8.0,50.0,19.0,2.0,32.333333333333336
2011-01-03 09:00:00,7.0,False,81.0,88.0,False,1,-0.5,-7.0,43.0,26.0,1.0,82.66666666666667
2011-01-03 10:00:00,11.0,False,33.0,44.0,False,1,0.5,-5.0,43.0,17.0,8.0,102.0
2011-01-03 11:00:00,10.0,False,41.0,51.0,False,1,1.4,-4.0,40.0,22.0,20.0,95.33333333333333
2011-01-03 12:00:00,13.0,False,48.0,61.0,False,1,2.3,-2.0,35.0,20.0,53.0,61.0
2011-01-03 13:00:00,8.0,False,53.0,61.0,False,1,3.3,-2.0,35.0,19.0,70.0,52.0
2011-01-03 14:00:00,11.0,False,66.0,77.0,False,1,4.2,-0.0,30.0,19.0,93.0,57.666666666666664
2011-01-03 15:00:00,14.0,False,58.0,72.0,False,1,4.2,-0.0,30.0,17.0,75.0,66.33333333333333
2011-01-03 16:00:00,9.0,False,67.0,76.0,False,1,4.2,-0.0,30.0,17.0,59.0,70.0
2011-01-03 17:00:00,11.0,False,146.0,157.0,False,1,3.3,-1.0,30.0,15.0,74.0,75.0
2011-01-03 18:00:00,9.0,False,148.0,157.0,False,1,3.3,1.0,32.0,7.0,76.0,101.66666666666667
2011-01-03 19:00:00,8.0,False,102.0,110.0,False,1,1.4,1.0,47.0,0.0,65.0,130.0
2011-01-03 20:00:00,3.0,False,49.0,52.0,False,1,1.4,-1.0,47.0,7.0,53.0,141.33333333333334
2011-01-03 21:00:00,3.0,False,49.0,52.0,False,1,0.5,-3.0,64.0,9.0,30.0,106.33333333333333
2011-01-03 22:00:00,0.0,False,20.0,20.0,False,1,-1.4,-6.0,69.0,9.0,22.0,71.33333333333333
2011-01-03 23:00:00,1.0,False,11.0,12.0,False,1,0.5,-2.0,55.0,7.0,31.0,41.333333333333336
2011-01-04 00:00:00,0.0,False,5.0,5.0,False,1,-0.5,-4.0,55.0,7.0,9.0,28.0
2011-01-04 01:00:00,0.0,False,2.0,2.0,False,1,-0.5,-4.0,59.0,7.0,8.0,12.333333333333334
2011-01-04 02:00:00,0.0,False,1.0,1.0,False,1,-1.4,-6.0,63.0,9.0,5.0,6.333333333333333
2011-01-04 04:00:00,0.0,False,2.0,2.0,False,1,-1.4,-4.0,63.0,6.0,2.0,2.6666666666666665
2011-01-04 05:00:00,0.0,False,4.0,4.0,False,1,-2.4,-6.0,68.0,7.0,1.0,1.6666666666666667
2011-01-04 06:00:00,0.0,False,36.0,36.0,False,1,-2.4,-6.0,74.0,7.0,3.0,2.3333333333333335
2011-01-04 07:00:00,2.0,False,92.0,94.0,False,1,-2.4,-6.0,74.0,9.0,30.0,14.0
2011-01-04 08:00:00,2.0,False,177.0,179.0,False,1,-1.4,-6.0,69.0,11.0,64.0,44.666666666666664
2011-01-04 09:00:00,2.0,False,98.0,100.0,False,1,-0.5,-6.0,64.0,15.0,154.0,103.0
2011-01-04 10:00:00,5.0,False,37.0,42.0,False,2,-0.5,-7.0,69.0,22.0,88.0,124.33333333333333
2011-01-04 11:00:00,7.0,False,50.0,57.0,False,1,2.3,-2.0,51.0,20.0,44.0,107.0
2011-01-04 12:00:00,12.0,False,66.0,78.0,False,1,2.3,-1.0,51.0,11.0,51.0,66.33333333333333
2011-01-04 13:00:00,18.0,False,79.0,97.0,False,1,3.3,-1.0,56.0,13.0,61.0,59.0
2011-01-04 14:00:00,9.0,False,54.0,63.0,False,1,4.2,1.0,52.0,15.0,61.0,77.33333333333333
2011-01-04 15:00:00,17.0,False,48.0,65.0,False,1,5.2,2.0,52.0,17.0,77.0,79.33333333333333
2011-01-04 16:00:00,15.0,False,68.0,83.0,False,1,6.1,3.0,49.0,17.0,72.0,75.0
2011-01-04 17:00:00,10.0,False,202.0,212.0,False,1,5.2,2.0,48.0,15.0,76.0,70.33333333333333
2011-01-04 18:00:00,3.0,False,179.0,182.0,False,1,4.2,1.0,48.0,13.0,157.0,120.0
2011-01-04 19:00:00,2.0,False,110.0,112.0,False,1,3.3,1.0,48.0,7.0,157.0,159.0
2011-01-04 20:00:00,1.0,False,53.0,54.0,False,1,3.3,1.0,48.0,7.0,110.0,168.66666666666666
2011-01-04 21:00:00,0.0,False,48.0,48.0,False,1,2.3,2.0,64.0,0.0,52.0,116.0
2011-01-04 22:00:00,1.0,False,34.0,35.0,False,1,2.3,1.0,64.0,6.0,52.0,71.33333333333333
2011-01-04 23:00:00,2.0,False,9.0,11.0,False,1,1.4,-1.0,69.0,6.0,20.0,45.666666666666664
2011-01-05 00:00:00,0.0,False,6.0,6.0,False,1,1.4,1.0,64.0,0.0,12.0,31.333333333333332
2011-01-05 01:00:00,0.0,False,6.0,6.0,False,1,-0.5,-3.0,74.0,6.0,5.0,17.333333333333332
2011-01-05 02:00:00,0.0,False,2.0,2.0,False,1,-0.5,-3.0,74.0,6.0,2.0,7.666666666666667
2011-01-05 04:00:00,0.0,False,2.0,2.0,False,1,3.3,-1.0,48.0,15.0,1.0,4.666666666666667
2011-01-05 05:00:00,0.0,False,3.0,3.0,False,1,2.3,-1.0,47.0,11.0,2.0,3.3333333333333335
2011-01-05 06:00:00,0.0,False,33.0,33.0,False,1,1.4,-3.0,47.0,15.0,4.0,2.3333333333333335
2011-01-05 07:00:00,1.0,False,87.0,88.0,False,1,0.5,-4.0,43.0,13.0,36.0,12.666666666666666
2011-01-05 08:00:00,3.0,False,192.0,195.0,False,1,1.4,-4.0,40.0,20.0,94.0,41.333333333333336
2011-01-05 09:00:00,6.0,False,109.0,115.0,False,1,2.3,-3.0,37.0,22.0,179.0,105.33333333333333
2011-01-05 10:00:00,4.0,False,53.0,57.0,False,1,2.3,-3.0,37.0,22.0,100.0,132.66666666666666
2011-01-05 11:00:00,12.0,False,34.0,46.0,False,1,4.2,-1.0,33.0,22.0,42.0,122.33333333333333
2011-01-05 12:00:00,5.0,False,74.0,79.0,False,1,4.2,-1.0,33.0,22.0,57.0,72.66666666666667
2011-01-05 13:00:00,6.0,False,65.0,71.0,False,1,5.2,1.0,30.0,20.0,78.0,60.666666666666664
2011-01-05 14:00:00,10.0,False,52.0,62.0,False,1,6.1,3.0,28.0,13.0,97.0,65.33333333333333
2011-01-05 15:00:00,7.0,False,55.0,62.0,False,1,6.1,3.0,28.0,13.0,63.0,70.66666666666667
2011-01-05 16:00:00,4.0,False,85.0,89.0,False,1,6.1,5.0,28.0,6.0,65.0,65.0
2011-01-05 17:00:00,4.0,False,186.0,190.0,False,1,3.3,-1.0,38.0,13.0,83.0,71.0
2011-01-05 18:00:00,3.0,False,166.0,169.0,False,1,3.3,-0.0,38.0,9.0,212.0,113.66666666666667
2011-01-05 19:00:00,5.0,False,127.0,132.0,False,1,3.3,1.0,38.0,7.0,182.0,149.33333333333334
2011-01-05 20:00:00,7.0,False,82.0,89.0,False,1,2.3,-1.0,47.0,11.0,112.0,163.66666666666666
2011-01-05 21:00:00,3.0,False,40.0,43.0,False,1,1.4,-3.0,51.0,13.0,54.0,130.0
2011-01-05 22:00:00,1.0,False,41.0,42.0,False,1,0.5,-3.0,55.0,9.0,48.0,88.0
2011-01-05 23:00:00,1.0,False,18.0,19.0,False,1,1.4,1.0,47.0,0.0,35.0,58.0
2011-01-06 00:00:00,0.0,False,11.0,11.0,False,1,0.5,-0.0,55.0,0.0,11.0,34.666666666666664
2011-01-06 01:00:00,0.0,False,4.0,4.0,False,1,-0.5,-1.0,64.0,0.0,6.0,24.0
2011-01-06 02:00:00,0.0,False,2.0,2.0,False,1,-0.5,-1.0,64.0,0.0,6.0,11.333333333333334
2011-01-06 04:00:00,0.0,False,1.0,1.0,False,2,-0.5,-3.0,64.0,6.0,2.0,5.666666666666667
2011-01-06 05:00:00,0.0,False,4.0,4.0,False,2,-1.4,-4.0,69.0,6.0,2.0,2.3333333333333335
2011-01-06 06:00:00,0.0,False,36.0,36.0,False,2,-1.4,-5.0,63.0,7.0,3.0,2.3333333333333335
2011-01-06 07:00:00,0.0,False,95.0,95.0,False,2,-0.5,-1.0,59.0,0.0,33.0,13.666666666666666
2011-01-06 08:00:00,3.0,False,216.0,219.0,False,1,-0.5,-1.0,59.0,0.0,88.0,45.0
2011-01-06 09:00:00,6.0,False,116.0,122.0,False,2,0.5,-0.0,51.0,0.0,195.0,116.66666666666667
2011-01-06 10:00:00,3.0,False,42.0,45.0,False,1,1.4,1.0,47.0,0.0,115.0,145.33333333333334
2011-01-06 11:00:00,2.0,False,57.0,59.0,False,1,2.3,1.0,44.0,6.0,57.0,128.66666666666666
2011-01-06 12:00:00,6.0,False,78.0,84.0,False,1,4.2,3.0,35.0,0.0,46.0,75.33333333333333
2011-01-06 13:00:00,12.0,False,55.0,67.0,False,1,4.2,2.0,35.0,7.0,79.0,62.666666666666664
2011-01-06 14:00:00,11.0,False,59.0,70.0,False,1,5.2,2.0,36.0,11.0,71.0,70.0
2011-01-06 15:00:00,8.0,False,54.0,62.0,False,1,5.2,2.0,36.0,0.0,62.0,73.66666666666667
2011-01-06 16:00:00,12.0,False,74.0,86.0,False,1,4.2,1.0,38.0,11.0,62.0,66.33333333333333
2011-01-06 17:00:00,9.0,False,163.0,172.0,False,1,2.3,-1.0,51.0,11.0,89.0,72.66666666666667
2011-01-06 18:00:00,5.0,False,158.0,163.0,False,1,2.3,-1.0,51.0,9.0,190.0,106.66666666666667
2011-01-06 19:00:00,3.0,False,109.0,112.0,False,1,2.3,1.0,55.0,6.0,169.0,140.33333333333334
2011-01-06 20:00:00,3.0,False,66.0,69.0,False,1,1.4,-2.0,51.0,11.0,132.0,149.0
2011-01-06 21:00:00,0.0,False,48.0,48.0,False,2,2.3,-2.0,55.0,15.0,89.0,114.66666666666667
2011-01-06 22:00:00,1.0,False,51.0,52.0,False,2,2.3,-2.0,51.0,19.0,43.0,76.33333333333333
2011-01-06 23:00:00,4.0,False,19.0,23.0,False,2,1.4,-3.0,59.0,13.0,42.0,56.333333333333336
2011-01-07 00:00:00,4.0,False,13.0,17.0,False,2,1.4,-3.0,64.0,13.0,19.0,41.0
2011-01-07 01:00:00,2.0,False,5.0,7.0,False,2,1.4,-3.0,69.0,15.0,11.0,30.666666666666668
2011-01-07 02:00:00,0.0,False,1.0,1.0,False,2,1.4,-3.0,69.0,15.0,4.0,15.666666666666666
2011-01-07 04:00:00,0.0,False,1.0,1.0,False,2,1.4,-2.0,69.0,9.0,2.0,8.333333333333334
2011-01-07 05:00:00,0.0,False,5.0,5.0,False,3,2.3,2.0,55.0,0.0,1.0,3.0
2011-01-07 06:00:00,8.0,False,26.0,34.0,False,2,1.4,1.0,69.0,0.0,4.0,2.3333333333333335
2011-01-07 07:00:00,8.0,False,76.0,84.0,False,1,1.4,-2.0,69.0,9.0,36.0,13.333333333333334
2011-01-07 08:00:00,20.0,False,190.0,210.0,False,1,1.4,-3.0,51.0,17.0,95.0,41.0
2011-01-07 09:00:00,9.0,False,125.0,134.0,False,1,1.4,-4.0,47.0,20.0,219.0,109.33333333333333
2011-01-07 10:00:00,16.0,False,47.0,63.0,False,1,2.3,-3.0,37.0,22.0,122.0,142.66666666666666
2011-01-07 11:00:00,19.0,False,48.0,67.0,False,2,1.4,-3.0,40.0,15.0,45.0,135.66666666666666
2011-01-07 12:00:00,9.0,False,50.0,59.0,False,2,1.4,-3.0,37.0,17.0,59.0,88.0
2011-01-07 13:00:00,9.0,False,64.0,73.0,False,2,1.4,-4.0,37.0,19.0,84.0,63.0
2011-01-07 14:00:00,7.0,False,43.0,50.0,False,2,1.4,-3.0,40.0,17.0,67.0,66.33333333333333
2011-01-07 15:00:00,9.0,False,63.0,72.0,False,2,1.4,-2.0,37.0,11.0,70.0,60.666666666666664
2011-01-07 16:00:00,5.0,False,82.0,87.0,False,2,1.4,-2.0,37.0,11.0,62.0,65.0
2011-01-07 17:00:00,9.0,False,178.0,187.0,False,2,1.4,1.0,37.0,0.0,86.0,69.66666666666667
2011-01-07 18:00:00,7.0,False,116.0,123.0,False,1,1.4,-1.0,40.0,6.0,172.0,115.33333333333333
2011-01-07 19:00:00,3.0,False,92.0,95.0,False,1,-0.5,-3.0,55.0,6.0,163.0,132.33333333333334
2011-01-07 20:00:00,1.0,False,50.0,51.0,False,1,0.5,-2.0,47.0,7.0,112.0,135.0
2011-01-07 21:00:00,0.0,False,39.0,39.0,False,1,0.5,-3.0,47.0,9.0,69.0,89.66666666666667
2011-01-07 22:00:00,2.0,False,34.0,36.0,False,2,0.5,-3.0,43.0,11.0,48.0,61.666666666666664
2011-01-07 23:00:00,1.0,False,14.0,15.0,False,2,0.5,-3.0,51.0,11.0,52.0,42.0
2011-01-08 00:00:00,1.0,True,24.0,25.0,False,2,0.5,-3.0,51.0,11.0,23.0,30.0
2011-01-08 01:00:00,1.0,True,15.0,16.0,False,2,0.5,-2.0,55.0,6.0,17.0,25.333333333333332
2011-01-08 02:00:00,3.0,True,13.0,16.0,False,2,0.5,-0.0,55.0,0.0,7.0,18.666666666666668
2011-01-08 03:00:00,0.0,True,7.0,7.0,False,3,0.5,-3.0,55.0,11.0,1.0,19.0
2011-01-08 04:00:00,0.0,True,1.0,1.0,False,3,0.5,-3.0,55.0,11.0,1.0,13.0
2011-01-08 05:00:00,0.0,True,5.0,5.0,False,2,-0.5,-5.0,74.0,11.0,5.0,8.0
2011-01-08 06:00:00,0.0,True,2.0,2.0,False,2,-0.5,-5.0,74.0,11.0,34.0,4.333333333333333
2011-01-08 07:00:00,1.0,True,8.0,9.0,False,2,-0.5,-4.0,74.0,7.0,84.0,2.6666666666666665
2011-01-08 08:00:00,0.0,True,15.0,15.0,False,3,-0.5,-4.0,93.0,7.0,210.0,5.333333333333333
2011-01-08 09:00:00,0.0,True,20.0,20.0,False,3,-0.5,-4.0,93.0,7.0,134.0,8.666666666666666
2011-01-08 10:00:00,5.0,True,56.0,61.0,False,2,0.5,-3.0,80.0,11.0,63.0,14.666666666666666
2011-01-08 11:00:00,2.0,True,60.0,62.0,False,2,1.4,-4.0,69.0,26.0,67.0,32.0
2011-01-08 12:00:00,8.0,True,90.0,98.0,False,2,1.4,-4.0,59.0,24.0,59.0,47.666666666666664
2011-01-08 13:00:00,7.0,True,95.0,102.0,False,1,1.4,-4.0,44.0,22.0,73.0,73.66666666666667
2011-01-08 14:00:00,12.0,True,83.0,95.0,False,1,1.4,-5.0,32.0,33.0,50.0,87.33333333333333
2011-01-08 15:00:00,5.0,True,69.0,74.0,False,1,1.4,-5.0,32.0,30.0,72.0,98.33333333333333
2011-01-08 16:00:00,8.0,True,68.0,76.0,False,1,0.5,-7.0,29.0,30.0,87.0,90.33333333333333
2011-01-08 17:00:00,5.0,True,64.0,69.0,False,1,-0.5,-8.0,37.0,37.0,187.0,81.66666666666667
2011-01-08 18:00:00,3.0,True,52.0,55.0,False,1,-1.4,-8.0,39.0,20.0,123.0,73.0
2011-01-08 19:00:00,4.0,True,26.0,30.0,False,1,-1.4,-8.0,36.0,17.0,95.0,66.66666666666667
2011-01-08 20:00:00,0.0,True,28.0,28.0,False,1,-2.4,-8.0,36.0,17.0,51.0,51.333333333333336
2011-01-08 21:00:00,2.0,True,35.0,37.0,False,1,-2.4,-9.0,39.0,24.0,39.0,37.666666666666664
2011-01-08 22:00:00,1.0,True,33.0,34.0,False,1,-2.4,-9.0,36.0,26.0,36.0,31.666666666666668
2011-01-08 23:00:00,0.0,True,22.0,22.0,False,1,-3.3,-12.0,39.0,30.0,15.0,33.0
2011-01-09 00:00:00,1.0,True,24.0,25.0,False,1,-3.3,-11.0,42.0,26.0,25.0,31.0
2011-01-09 01:00:00,0.0,True,12.0,12.0,False,1,-3.3,-12.0,42.0,31.0,16.0,27.0
2011-01-09 02:00:00,0.0,True,11.0,11.0,False,1,-3.3,-12.0,46.0,31.0,16.0,19.666666666666668
2011-01-09 03:00:00,0.0,True,4.0,4.0,False,1,-3.3,-11.0,46.0,28.0,7.0,16.0
2011-01-09 04:00:00,0.0,True,1.0,1.0,False,1,-4.2,-10.0,53.0,13.0,1.0,9.0
2011-01-09 05:00:00,0.0,True,1.0,1.0,False,1,-4.2,-10.0,53.0,13.0,5.0,5.333333333333333
2011-01-09 06:00:00,0.0,True,1.0,1.0,False,1,-3.3,-10.0,49.0,19.0,2.0,2.0
2011-01-09 07:00:00,1.0,True,5.0,6.0,False,1,-4.2,-10.0,53.0,13.0,9.0,1.0
2011-01-09 08:00:00,0.0,True,10.0,10.0,False,1,-3.3,-10.0,49.0,19.0,15.0,2.6666666666666665
2011-01-09 09:00:00,0.0,True,19.0,19.0,False,1,-2.4,-11.0,46.0,35.0,20.0,5.666666666666667
2011-01-09 10:00:00,0.0,True,49.0,49.0,False,1,-1.4,-9.0,43.0,26.0,61.0,11.666666666666666
2011-01-09 11:00:00,2.0,True,47.0,49.0,False,1,-0.5,-8.0,40.0,35.0,62.0,26.0
2011-01-09 12:00:00,4.0,True,79.0,83.0,False,1,0.5,-7.0,37.0,30.0,98.0,39.0
2011-01-09 13:00:00,6.0,True,69.0,75.0,False,1,1.4,-5.0,34.0,30.0,102.0,60.333333333333336
2011-01-09 14:00:00,8.0,True,64.0,72.0,False,1,2.3,-4.0,32.0,31.0,95.0,69.0
2011-01-09 15:00:00,5.0,True,77.0,82.0,False,1,2.3,-3.0,35.0,24.0,74.0,76.66666666666667
2011-01-09 16:00:00,13.0,True,79.0,92.0,False,1,1.4,-5.0,34.0,30.0,76.0,76.33333333333333
2011-01-09 17:00:00,3.0,True,59.0,62.0,False,1,0.5,-6.0,37.0,26.0,69.0,82.0
2011-01-09 18:00:00,4.0,True,44.0,48.0,False,1,-0.5,-7.0,40.0,22.0,55.0,78.66666666666667
2011-01-09 19:00:00,1.0,True,40.0,41.0,False,1,-0.5,-7.0,43.0,22.0,30.0,67.33333333333333
2011-01-09 20:00:00,0.0,True,38.0,38.0,False,1,-1.4,-8.0,46.0,17.0,28.0,50.333333333333336
2011-01-09 21:00:00,1.0,True,19.0,20.0,False,1,-1.4,-9.0,46.0,28.0,37.0,42.333333333333336
2011-01-09 22:00:00,5.0,True,10.0,15.0,False,1,-1.4,-8.0,46.0,20.0,34.0,33.0
2011-01-09 23:00:00,0.0,True,6.0,6.0,False,1,-2.4,-7.0,50.0,13.0,22.0,24.333333333333332
2011-01-10 00:00:00,2.0,False,3.0,5.0,False,1,-2.4,-8.0,50.0,19.0,25.0,13.666666666666666
2011-01-10 01:00:00,1.0,False,0.0,1.0,False,1,-2.4,-8.0,50.0,19.0,12.0,8.666666666666666
2011-01-10 02:00:00,0.0,False,3.0,3.0,False,1,-2.4,-8.0,50.0,15.0,11.0,4.0
2011-01-10 03:00:00,0.0,False,1.0,1.0,False,1,-2.4,-8.0,50.0,15.0,4.0,3.0
2011-01-10 04:00:00,1.0,False,2.0,3.0,False,1,-3.3,-8.0,54.0,9.0,1.0,1.6666666666666667
2011-01-10 05:00:00,0.0,False,3.0,3.0,False,1,-3.3,-9.0,54.0,17.0,1.0,2.3333333333333335
2011-01-10 06:00:00,0.0,False,31.0,31.0,False,1,-2.4,-8.0,50.0,19.0,1.0,2.3333333333333335
2011-01-10 07:00:00,2.0,False,75.0,77.0,False,1,-2.4,-8.0,50.0,15.0,6.0,12.333333333333334
2011-01-10 08:00:00,4.0,False,184.0,188.0,False,2,-2.4,-8.0,50.0,19.0,10.0,37.0
2011-01-10 09:00:00,2.0,False,92.0,94.0,False,2,-1.4,-8.0,50.0,17.0,19.0,98.66666666666667
2011-01-10 10:00:00,0.0,False,31.0,31.0,False,2,-1.4,-8.0,50.0,20.0,49.0,119.66666666666667
2011-01-10 11:00:00,2.0,False,28.0,30.0,False,2,-0.5,-7.0,47.0,19.0,49.0,104.33333333333333
2011-01-10 12:00:00,5.0,False,47.0,52.0,False,2,1.4,-4.0,40.0,19.0,83.0,51.666666666666664
2011-01-10 13:00:00,4.0,False,50.0,54.0,False,2,1.4,-4.0,40.0,19.0,75.0,37.666666666666664
2011-01-10 14:00:00,0.0,False,47.0,47.0,False,2,1.4,-3.0,40.0,15.0,72.0,45.333333333333336
2011-01-10 15:00:00,2.0,False,43.0,45.0,False,2,1.4,-3.0,40.0,15.0,82.0,51.0
2011-01-10 16:00:00,4.0,False,70.0,74.0,False,1,1.4,-2.0,40.0,9.0,92.0,48.666666666666664
2011-01-10 17:00:00,4.0,False,174.0,178.0,False,1,1.4,-1.0,40.0,7.0,62.0,55.333333333333336
2011-01-10 18:00:00,1.0,False,154.0,155.0,False,1,1.4,-3.0,40.0,15.0,48.0,99.0
2011-01-10 19:00:00,3.0,False,92.0,95.0,False,1,-0.5,-5.0,47.0,11.0,41.0,135.66666666666666
2011-01-10 20:00:00,1.0,False,73.0,74.0,False,1,-0.5,-5.0,50.0,11.0,38.0,142.66666666666666
2011-01-10 21:00:00,1.0,False,37.0,38.0,False,1,-1.4,-7.0,59.0,13.0,20.0,108.0
2011-01-10 22:00:00,2.0,False,22.0,24.0,False,1,-1.4,-6.0,59.0,11.0,15.0,69.0
2011-01-10 23:00:00,0.0,False,18.0,18.0,False,1,-1.4,-6.0,59.0,11.0,6.0,45.333333333333336
2011-01-11 00:00:00,2.0,False,10.0,12.0,False,1,-1.4,-5.0,59.0,7.0,5.0,26.666666666666668
2011-01-11 01:00:00,0.0,False,3.0,3.0,False,1,-1.4,-6.0,59.0,11.0,1.0,18.0
2011-01-11 02:00:00,0.0,False,3.0,3.0,False,2,-0.5,-6.0,55.0,13.0,3.0,11.0
2011-01-11 05:00:00,0.0,False,6.0,6.0,False,2,-0.5,-4.0,55.0,9.0,1.0,6.0
2011-01-11 06:00:00,0.0,False,27.0,27.0,False,2,-0.5,-4.0,55.0,9.0,3.0,4.0
2011-01-11 07:00:00,2.0,False,97.0,99.0,False,2,-0.5,-1.0,55.0,0.0,3.0,12.0
2011-01-11 08:00:00,3.0,False,214.0,217.0,False,2,0.5,-2.0,51.0,6.0,31.0,44.0
2011-01-11 09:00:00,3.0,False,127.0,130.0,False,2,0.5,-3.0,51.0,11.0,77.0,114.33333333333333
2011-01-11 10:00:00,3.0,False,51.0,54.0,False,2,1.4,-2.0,51.0,11.0,188.0,148.66666666666666
2011-01-11 11:00:00,4.0,False,31.0,35.0,False,2,1.4,-2.0,47.0,9.0,94.0,133.66666666666666
2011-01-11 12:00:00,2.0,False,55.0,57.0,False,2,1.4,-1.0,51.0,7.0,31.0,73.0
2011-01-11 13:00:00,6.0,False,46.0,52.0,False,2,1.4,-1.0,59.0,6.0,30.0,48.666666666666664
2011-01-11 14:00:00,3.0,False,60.0,63.0,False,2,1.4,-1.0,59.0,6.0,52.0,48.0
2011-01-11 15:00:00,2.0,False,45.0,47.0,False,2,-0.5,-3.0,80.0,6.0,54.0,57.333333333333336
2011-01-11 16:00:00,4.0,False,72.0,76.0,False,2,-0.5,-6.0,86.0,15.0,47.0,54.0
2011-01-11 17:00:00,6.0,False,130.0,136.0,False,2,-0.5,-6.0,86.0,15.0,45.0,62.0
2011-01-11 18:00:00,1.0,False,94.0,95.0,False,3,-0.5,-4.0,93.0,7.0,74.0,86.33333333333333
2011-01-11 19:00:00,0.0,False,51.0,51.0,False,3,-0.5,-1.0,93.0,0.0,178.0,102.33333333333333
2011-01-11 20:00:00,0.0,False,32.0,32.0,False,3,-0.5,-6.0,93.0,13.0,155.0,94.0
2011-01-11 21:00:00,0.0,False,20.0,20.0,False,3,-0.5,-3.0,86.0,6.0,95.0,59.333333333333336
2011-01-11 22:00:00,1.0,False,28.0,29.0,False,3,-0.5,-4.0,93.0,7.0,74.0,34.333333333333336
2011-01-11 23:00:00,1.0,False,18.0,19.0,False,3,-0.5,-3.0,93.0,6.0,38.0,27.0
2011-01-12 00:00:00,0.0,False,7.0,7.0,False,2,-0.5,-3.0,86.0,6.0,24.0,22.666666666666668
2011-01-12 01:00:00,0.0,False,6.0,6.0,False,2,-0.5,-4.0,86.0,7.0,18.0,18.333333333333332
2011-01-12 02:00:00,0.0,False,1.0,1.0,False,1,-1.4,-6.0,86.0,9.0,12.0,10.666666666666666
